ORGANIZATION_NAME,LOCATION_NAME,ADDRESS_1,ADDRESS_2,PHONE,EXT,CASE_MANAGEMENT,CRISIS_INTERVENTION,LEGAL_SERVICES,SAFETY_PLANNING,IMMIGRATION_SERVICES,EMERGENCY_OR_TRANSITIONAL_SHELTER,PERMANENT_HOUSING,HEALTH_CARE,MENTAL_HEALTH_COUNSELING,DRUG_ADDICTION_SCREENING_AND_TREATMENT,LANGUAGE_INTERPRETATION,PUBLIC_BENEFITS,JOB_TRAINING_AND_ECONOMIC_EMPOWERMENT,RESTORATIVE_JUSTICE,OTHER_SERVICE,INTIMATE_PARTNER_VIOLENCE,FAMILY_VIOLENCE,SEXUAL_ASSAULT,VIOLENT_CRIME,HATE_CRIME,PROPERTY/FINANCIAL_CRIMES,AGE_0-5,AGE_5-24,AGE_25-60,AGE_60+,ELIGIBILITY_CRITERIA,MAIN_HOURS_OF_OPERATION,WEEKEND_HOURS_OF_OPERATION,SPANISH,ARABIC,BENGALI,CHINESE,FRENCH,HAITIAN-CREOLE,ITALIAN,KOREAN,POLISH,RUSSIAN,URDU,YIDDISH,OTHER_LANGUAGE,WHEELCHAIR_ACCESS,REFERRAL_REQUIRED,ARAB_MIDDLE_EASTERN,ASIAN_PACIFIC_ISLANDER,BLACK_AFRICAN_AMERICAN_AFRICAN,CARIBBEAN_INDO-CARIBBEAN,HISPANIC_LATINO_A_X,SOUTH_ASIAN,JEWISH,HINDU,MUSLIM,SIKH,INDIGENOUS_FIRST_PEOPLE_AMERICAN_INDIAN_NATIVE_AMERICAN,LGBTQ+,TRANSGENDER_AND_GENDER_NONCONFORMING_FOCUS,PEOPLE_WITH_DISABILITIES,BOROUGH,X,Y,WEBSITE
Sanctuary for Families,Staten Island Family Justice Center,"126 Stuyvesant Place ","Staten Island, NY 10301",718-697-4300,,,,1,,,,,,,,1,,,,,1,,,,,,1,1,1,1,"Serves survivors of intimate partner violence, sex trafficking, and related forms of gender violence",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Staten Island,962818,173610,https://sanctuaryforfamilies.org/
Seamen's Society for Children and Families,Administrative Office,"50 Bay Street ","Staten Island, NY 10301-1827","718-447-7740 ",4792,1,1,,1,,,,,1,,1,,1,,,1,1,1,,,,1,1,,,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,Staten Island,963127,172767,http://seamenssociety.org/
Sephardic Bikur Holim,,"425 Kings Hwy ","Brooklyn, NY 11223",718-787-1100,,,,,1,1,,,,1,,,,1,,Domestic Violence Services,1,1,1,,,,1,1,1,1,,"<ul style=""list-style-type:none"">
  <li>Monday - Thursday: 9 am - 5 pm</li>
  <li>Friday: 9 am - 1 pm</li>
</ul>",,,,,,,,,,,,,,Hebrew,1,,,1,1,,,,,,,,,,,,Brooklyn,991322,159587,https://sbhonline.org/
"Shalom Task Force, Inc.",Administrative Offices,500 7th Avenue,"New York, NY 10018",212-742-1478,,,,,,,,,,,,,,,,"Remote educational workshops, remote Peer Leadership Fellowship, Inter-agency collboaration",1,1,1,1,,,,1,1,1,,Monday - Friday: 9 am - 5 pm,,,,,,,,,,,,,,Hebrew,1,,,,,,,,1,,,,,,,,Manhattan,987105,213772,https://shalomtaskforce.org/
"Shalom Task Force, Inc.",Sarah's Voice Legal Services Program,500 7th Avenue,"New York, NY 10018","347-592-2124 ",,,1,1,1,1,,,,,,,,,,,1,1,1,1,,1,,1,1,1,Serves domestic violence survivors,Monday - Friday: 9 am - 5 pm,,,,,,,,,,,,,,Hebrew,1,,,,,,,,1,,,,,,,,Manhattan,987105,213772,https://shalomtaskforce.org/legal-services
"Shalom Task Force, Inc.",Hotline/Chatline,500 7th Avenue,"New York, NY 10018","888-883-2323 ",,,1,,1,,,,,,,,,,,Phone and text based support.,1,1,1,,,,,1,1,1,,"<ul style=""list-style-type:none"">
<li>Hotline: </li> 
<li>Monday and Wednesday:</li>
 <li>9 am - 8 pm </li> 
<li>Tuesday and Thursday:</li>
<li> 9 am - 10 pm</li> 
<li>Friday: 9 am - 12 pm</li>
<li>Chatline:</li> 
<li> Monday - Thursday</li> 
<li>10 am - 10 pm</li>
<li>Friday: 10 am - 1 pm</li>",Hotline: Sundays 9 am - 12 pm,1,,,,,,,,,,,,"Hebrew, Yiddish, German",,,,,,,,,1,,,,,,,,Manhattan,987105,213772,https://shalomtaskforce.org/hotline
"Sheltering Arms Children and Family Services, Inc.","Liberty Preventive Services ","107-14 Liberty Ave, 2nd Floor","Queens, NY, 11417",718-847-1500,2141,1,1,,1,1,,,,1,1,,1,1,,General Preventive and Family Treatment Rehabilitation,1,1,,1,,,1,1,1,1,Serves victims 0 - 17 years of age who are at risk of abuse or neglect,"<li>Hotline: Monday, Wednesday: 9am-8pm </li> ",Call to inquire about weekend hours of operation,1,,,,,1,,,,,,,,1,NYC Administration for Children's Services (ACS) refers cases�and walk-in are welcome,,,1,,,,,,1,,,1,,,Queens,1030286,188267,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Liberty Mental Health Clinic,"107-14 Liberty Avenue, 2nd Floor","South Ozone Park, NY 11417",718-247-1500,,1,1,,1,,,,,1,1,,,,,,,,,,,,1,1,1,1,,"<li>Tuesday,Thursday: 9am-10pm</li> ",,,,,,,,,,,,,,,1,All referrals accepted; insurance required for most services,,,,,,1,,,,,,,,1,Queens,1030286,188267,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Safe Haven  3 - Crisis Shelter,131 W 132nd Street,"New York, NY 10027",917-410-3791,,1,1,,1,,1,,,1,,,1,,,Youth Services,,,,,,,,1,,,"
Serves victims 16 - 20 years of age",<li>Friday: 9am-12pm</li>,,1,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,1,,Manhattan,999928,235443,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.","Safe Haven 1 - Transitional Independent Living ",150-40 Shore Avenue,"Jamaica, NY 11433",718-526-3000,,1,1,,1,,1,,,1,,,1,,,Youth Services,,,,,,,,1,,,"
Serves victims 16 - 20 years of age",<li>Chatline: Monday-Thursday 10am-10pm</li>,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,Queens,1039944,192310,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.","Safe Haven 2 - Transitional Independent Living ",150-42 Shore Avenue,"Jamaica, NY 11433",718-657-9000,,1,1,,1,,1,,,1,,,1,,,Youth Services,,,,,,,,1,,,"
Serves victims 16 - 20 years of age",<li>Friday: 10am-1pm</li>,,1,,,,,1,,,,,,,,1,,1,,1,,,,,,,1,,,,,Queens,1039961,192324,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.","Far Rockaway Preventive Services ","1600 Central Ave, 1st Floor","Far Rockaway, NY 11691",718-471-6818,,1,1,,1,1,,,,1,1,,1,1,,General Preventive and Family Treatment Rehabilitation,1,1,,1,,,1,1,1,1,Serves victims 0 - 17 years of age who are at risk of abuse or neglect,Monday - Friday: 9 am - 5 pm,Call to inquire about weekend hours of operation,1,,,,,1,,,,,,,,1,NYC Administration for Children's Services (ACS) refers cases�and walk-in are welcome,,,1,1,1,1,1,1,1,1,,1,1,1,Queens,1053018,159939,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Far Rockaway Mental Health Clinic,"1600 Central Avenue, 1st Floor","Far Rockaway, NY 11691",718-471-6818,,1,1,,1,,,,,1,1,,,,,,,,,,,,1,1,1,1,,"<ul style=""list-style-type:none"">
  <li>Monday: 9 am-7 pm
  <li>Tuesday-Thursday: 9 am- 9 pm </li>
  <li> Friday: 9 am -5 pm</li>
</ul>","Saturday: 10 am - 6 pm ",1,,,,,,,,,,,,,1,All referrals accepted; insurance required for most services,1,,,1,1,1,1,1,1,1,,1,1,1,Queens,1053018,159939,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Far Rockaway Drop-In Center,"1600 Central Avenue, 1st Floor","Far Rockaway, NY 11691","718-471-6818 ",2123,1,1,,1,,1,,,1,,,1,1,,Youth Services,,,,,,,,,,,,"<ul style=""list-style-type:none"">
  <li>Monday - Thursday: 10 am - 8 pm</li>
  <li> Friday: 10 am - 7 pm</li>
</ul>","
Saturday: 12 pm - 8 pm 
",,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,Queens,1053018,159939,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Bronx Children and Family Counseling Center - Mental Health Clinics,432 E 149th Street 3rd Floor,"Bronx, NY 10455 ",212-937-1425,,1,1,,1,,,,,1,1,,,,,,,,,,,,1,1,1,1,,"<ul style=""list-style-type:none"">
  <li>Monday: 11 am-7 pm
  <li>Tuesday-Thursday: 9 am-8 pm </li>
  <li> Friday: 9 am -5 pm</li>
</ul>","Saturday: 9 am - 2 pm ",1,,,,,,,,,,,,,1,All referrals accepted; insurance required for most services,1,,1,1,1,1,1,1,1,1,,1,1,1,Bronx,1007419,236270,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Bronx Preventive Services - Family Connections,"500 Bergen Ave, 1st Floor","Bronx, NY 10455 ",718-401-5161,,1,1,,1,1,,,,1,1,,1,1,,Family Connections EBM,1,1,,1,,,1,1,1,1,Serves victims 0 - 17 years of age who are at risk of abuse or neglect,Monday - Friday: 9 am - 5 pm,Call to inquire about weekend hours of operation,1,,,,,,,,,,,,,1,NYC Administration for Children's Services (ACS) refers cases�and walk-in are welcome,,,1,1,1,1,1,1,1,1,,1,1,1,Bronx,1007004,236166,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Jamaica Drop-In Center,"89-74 162nd Street, 3rd Floor","Jamaica, NY 11432",718-526-2400,2077,1,1,,1,,1,,,1,,,1,1,,Youth Services,,,,,,,,1,,,"
Serves victims 16 - 20 years of age","Daytime hours: 8am - 8pm
Call to inquire about Overnight hours of operation
",Call to inquire about weekend hours of operation,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,,1,1,1,Queens,1040238,196031,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.","Jamaica Preventive Services ","89-74 162nd Street, 4th Floor","Jamaica, NY 11432",718 526 2400,2086,1,1,,1,1,,,,1,1,,1,1,,General Preventive and MST-SA,1,1,,1,,,1,1,1,1,Serves victims 0 - 17 years of age who are at risk of abuse or neglect,Monday - Friday: 9 am - 5 pm,Call to inquire about weekend hours of operation,1,,1,,,,,,,,,,,1,NYC Administration for Children's Services (ACS) refers cases and walk-in are welcome,,,1,1,1,1,1,1,1,1,,1,1,1,Queens,1040238,196031,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Jamaica Mental Health Clinic,"89-74 162nd Street, 5th Floor","Jamaica, NY 11432",718-206-3440,,1,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,"Saturday: 9 am - 5 pm ",1,,,,,1,,,,,,,,1,All referrals accepted; insurance required for most services,,,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1040238,196031,https://shelteringarmsny.org/
"Rising Ground, Inc.",Brooklyn Headquarters Office,"151 Lawrence Street, 5th floor","Brooklyn, NY 11201",212-437-3500,,1,1,,1,,,,,1,,1,1,,,,1,1,1,,,,1,1,,,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,1,1,1,Brooklyn,988172,191132,https://www.risingground.org/
"Rising Ground, Inc.",Bronx Administrative Office,412 East 147 Street,"Bronx, NY 10455",212-437-3500,,1,1,,1,,,,,1,,1,1,,,,1,1,1,,,,1,1,,,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,1,1,1,Bronx,1007005,235891,https://www.risingground.org/
The Center for Anti-Violence Education,,"327 7th Street, 2nd Floor","Brooklyn, NY 11215",718-788-1775,,,,,1,,,,,,,,,,,Trauma-Informed Self-Defense Classes (Registration Available Through http://caeny.org/),1,,1,,,,1,1,1,1,Serves domestic violence victims,Monday - Friday: 10 am - 6 pm,"Call to inquire about weekend hours of operation ",1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,Brooklyn,988285,183592,http://caeny.org/
"The Child Center of NY, Inc.",Woodside Clinic,67-14 41st Avenue,"Woodside, NY 11377",718-458-4243,,,1,,,,,,,1,1,1,1,,1,,1,1,,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,,,,,,,,,,American Sign Language,1,Walk-in welcome,,,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1012733,210459,http://childcenterny.org/
"The Child Center of NY, Inc.",South Jamaica Clinic,"115-15 Sutphin Boulevard  ","Jamaica, NY 11434",718-659-4000,,1,1,,,,,,,1,1,1,1,,1,,1,1,,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,,,1,,,,,,,"Hindi, Dari",1,Walk-in welcome,,,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1041848,188721,http://childcenterny.org/
"The Child Center of NY, Inc.",Flushing Clinic,140-15B Sanford Avenue,"Flushing, NY 11355",718-358-8288,,1,1,,,,,,,1,1,1,1,,1,,1,1,,,,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,1,,,,1,,,,,"Punjabi,Farsi,Hindi",1,Walk-in welcome,,,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1032213,215401,http://childcenterny.org/
"The Child Center of NY, Inc.",Stuart Building - Clinic,"163-18 Jamaica Avenue, 4th Floor","Jamaica, NY 11432",718-228-0720,,1,1,,,,,,,1,1,1,1,,1,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,,,1,,,,,,,,1,Walk-in welcome,,,1,,,,,,,,1,,,,Queens,1040786,196012,http://childcenterny.org/
"The Child Center of NY, Inc.",Elmhurst Clinic,"81-14 Queens Boulevard  ","Elmhurst, NY 11373",718-899-9810,,1,1,,,,,,,1,1,1,,,1,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,1,1,,,,1,,,,,"Punjabi,Hindi",1,Walk-in welcome,,,1,,,,,1,,,1,,,,Queens,1017002,207870,http://childcenterny.org/
"The Child Center of NY, Inc.",Woodside Early Learn,60-02 Roosevelt Avenue,"Woodside, NY 11377",718-943-2800,,,,,,,,,,1,,1,1,,,,1,1,,,1,,1,1,,,,Monday - Friday: 8 am - 5 pm,,1,,1,,,,,,,,,,,1,Walk-in welcome,,,1,1,,,,,,1,1,1,1,,Queens,1010789,210819,http://childcenterny.org/
"The Child Center of NY, Inc.",Early Head Start,140-15B Sanford Avenue,"Flushing, NY 11355",718-358-8288,,,,,,,,,,1,,1,1,,,,1,1,,,1,,1,1,,,,Monday - Friday: 8 am - 5 pm,,1,,1,,,,,,,,,,,1,Walk-in welcome,,,1,,,,1,1,,,,,,,Queens,1032213,215401,http://childcenterny.org/
"The Child Center of NY, Inc.",Corona Early Learn,34-10 108th Street,"Corona, NY 11368",347-287-0175,,,,,,,,,,1,,1,1,,,,1,1,,,1,,1,1,,,,Monday - Friday: 8 am - 5 pm,,1,,1,,,,,,,,,,,1,Walk-in welcome,,,1,,,,,,,,,,1,,Queens,1022783,214671,http://childcenterny.org/
"The Child Center of NY, Inc.",Escalera Early Learn,169 West 87th Street,"New York, NY 10024",212-799-2440,,,,,,,,,,1,,1,1,,,,,,,,1,,1,1,,,,Monday - Friday: 8 am - 5 pm,,1,,1,,,,,,,,,,,1,Walk-in welcome,,1,,,1,,,,,,,,,,Queens,991581,226435,http://childcenterny.org/
"The Child Center of NY, Inc.",Stuart Building - Single Stop,"163-18 Jamaica Avenue, 4th Floor","Jamaica, NY 11432",718-228-0720,,,,,,,,,,1,,1,1,,,,,,,,1,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,,1,,,,,,,1,,,1,,,Queens,1040786,196012,http://childcenterny.org/
"The Child Center of NY, Inc.",Flushing High School,35-01 Union Street,"Flushing, NY 11355","718-888-7500 ",2700,,1,,,,,,,1,1,1,,,,,,,,,1,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,,Queens,1032220,217987,http://childcenterny.org/
"The Child Center of NY, Inc.",Richmond Hill HS,89-30 114th Street,"Richmond Hill, NY 11418","718-846-3335 ",3411,,1,,,,,,,1,1,1,,,,,,,,,1,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,Queens,1030332,192591,http://childcenterny.org/
"The Child Center of NY, Inc.",Long Island City HS,1430 Broadway,"Long Island City, NY 11106",718-545-7095,,,1,,,,,,,1,1,1,,,,,,,,,1,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,Queens,1002542,218334,http://childcenterny.org/
"The Child Center of NY, Inc.",I.S. 8Q,108-35 167th Street,"Jamaica, NY 11433","718-739-6883 ",163,,1,,,,,,,1,1,1,,,,,,,,,1,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1043474,193258,http://childcenterny.org/
"The Child Center of NY, Inc.","Stuart Building - NDA Program, and JobNet","163-18 Jamaica Avenue, 4th Floor","Jamaica, NY 11432",718-228-0720,,,,,,,,,,1,,1,,1,,GED Program,,,,,1,,,1,,,,Monday - Friday: 9 am - 9 pm,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1040786,196012,http://childcenterny.org/
"The Child Center of NY, Inc.",August Martin HS,"156-10 Baisley Boulevard   ","Jamaica, NY 11434","718-528-2920 ",1472,,1,,,,,,,1,,1,,,,,,,,,1,,,1,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1044511,184932,http://childcenterny.org/
"The Child Center of NY, Inc.",Beach 41 Cornerstone,426 Beach 40th Street,"Far Rockaway, NY ",347-246-9759,,,1,,,,,,,1,,1,,,,,,,,,1,,1,1,1,1,,Monday - Friday: 9 am - 9 pm,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1047604,156978,http://childcenterny.org/
"The Child Center of NY, Inc.",Health Homes/Case Management,"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,1,1,,,,,,,1,,,1,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 6 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,,,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.",Waiver Program/ HBCI/Stepdown,"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,1,1,,,,,,,1,,,,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 6 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,1,,,1,1,1,1,1,1,1,1,1,1,1,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.",Jamaica Family Center Preventive,"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,1,1,,,,,,,1,,,,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 6 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,1,,,1,1,1,1,1,1,1,,1,1,1,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.",Basie Beacon Preventive,"133-25 Guy R. Brewer Boulevard, Rm 209.1 ","Jamaica, NY 11434",718-276-7728,,1,1,,,,,,,1,,,,,,,1,1,,,1,,1,1,1,1,,Call to inquire about hours of operation,,1,,,1,,,,,,,,,,1,Walk-in welcome,1,,,1,1,1,1,1,1,1,,1,1,1,Queens,1046498,185275,http://childcenterny.org/
"The Child Center of NY, Inc.",Elmhurst Family Center Preventive,"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,1,1,,,,,,,1,,,,,,,1,1,,,1,,1,1,1,1,,Monday - Friday: 9 am - 6 pm,,1,,,,,,,,,,,,,1,Walk-in welcome,1,1,,1,1,1,1,1,1,1,,1,1,1,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.","The Macari Family Center, Trude Weishaupt",140-15B Sanford Avenue,"Flushing, NY 11355",718-539-2500,,1,1,,,,,,,1,,,,,,,1,1,,,,,1,1,1,1,,Call to inquire about hours of operation,,1,,,1,,,,,,,,,,1,Walk-in welcome,1,1,1,,,,,,,,,,,,Queens,1032213,215401,http://childcenterny.org/
"The Child Center of NY, Inc.",Holding Adolescents in Loving Arms (HALE I),"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,Walk-in welcome,1,1,1,1,1,,,1,,1,,1,1,1,Queens,1031204,199909,http://childcenterny.org/
"The Child Center of NY, Inc.",Holding Adolescents in Loving Arms (HALE III),"163-18 Jamaica Avenue, 4th Floor","Jamaica, NY 11432",718-228-216,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,Walk-in welcome,1,1,1,1,,,1,,,,,,1,,Queens,1040786,196012,http://childcenterny.org/
"The Child Center of NY, Inc.",Holding Adolescents in Loving Arms (HALE IV),"118-35 Queens Boulevard, 6th Floor","Forest Hills, NY 11375",718-651-7770,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,Call to inquire about hours of operation,,,,,,,,,,,,,,,1,Walk-in welcome,1,1,1,,,,1,,,1,,,,,Queens,1031204,199909,http://childcenterny.org/
The Family Center,,493 Nostrand Avenue,"Brooklyn, NY 11216",718-230-1379,,,,,,,,,,1,,1,,,,Children's Trauma Treatment services; special services for Unaccompanied Minors; specialized services for caregivers of minor children including those who are impacted by crime,,,,,1,,1,1,1,1,Insurance carrier,Monday - Friday: 9 am - 7pm,Saturday: 9 am - 5 pm,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,,,,,,,1,,Brooklyn,998277,187247,http://thefamilycenter.org/
Urban Justice Center,Brooklyn Family Justice Center,"350 Jay Street, 15th Floor","Brooklyn, NY 11201",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,1,,,1,1,1,Any survivor of intimate partner violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,1,,,,,,,,,,,1,,,Brooklyn,987687,192183,http://dvp.urbanjustice.org
Urban Justice Center,"Brooklyn District Attorney's Office ","350 Jay Street, 14th Floor","Brooklyn, NY 11201",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,1,,,1,1,1,Any survivor of intimate partner violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,1,,,,,,,,,,,,,,Brooklyn,987433,192187,http://dvp.urbanjustice.org
Urban Justice Center,Bronx Family Justice Center,"198 E 161st Street, 2nd Floor","Bronx, NY 10451",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,,1,1,1,Any survivor of intimate partner violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,,,,1,1,1,1,1,1,1,,1,1,1,Bronx,1006186,240244,http://dvp.urbanjustice.org
Urban Justice Center,Queens Family Justice Center,126-02 82nd Avenue,"Kew Gardens, NY 11415",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,1,,,1,1,1,Any survivor of intimate partner violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,,,,,,,,,,,,,,,Queens,1032459,199212,http://dvp.urbanjustice.org
Urban Justice Center,Staten Island Family Justice Center,126 Stuyvesant Place,"Staten Island, NY  10301",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,1,,,1,1,1,Any survivor of intimate partner violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,1,,1,,,,,,,,,,,,Staten Island,962818,173610,http://dvp.urbanjustice.org
Urban Justice Center,Manhattan Family Justice Center,"80 Centre Street, 5th Floor","New York, NY 10013",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,1,,,1,1,1,Any survivor of intimate partner violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,1,,1,,,,,,1,,1,,,,Manhattan,983763,199873,http://dvp.urbanjustice.org
Urban Justice Center,Main Office,"40 Rector Street, 9th Floor","New York, NY 10006",718-875-5062,,1,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,,1,1,1,Any survivor of intimate partner violence irrespective of any status,Monday - Friday: 9 am - 5 pm,,1,1,,,1,,,,,1,,,"German, Farsi<br>
The Domestic Violence Project Has Access to Language Line and Therefore can Provide Services in Over 240 Languages",1,,,,1,,,,,,,,1,,,,Manhattan,980186,197449,http://dvp.urbanjustice.org
Urban Resource Institute,Administrative Office,"75 Broad Street, Suite 505 ","New York, NY 10004",636-588-0030,,1,1,1,1,1,1,,,,,1,,1,,,1,1,,,,,1,1,1,1,Call to confirm eligibility,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,1,,1,,,,,,,,1,,,,Manhattan,981134,196012,http://urinyc.org/
"Victim Intervention Program ",New York Presbyterian/Weill Cornell Medical Center,525 E 68th Street,"New York, NY 10065",212-746-9414,,,1,,1,,,,,1,,1,,,,Advocacy,1,1,1,1,1,1,,1,1,1,Serves victims who are 12 years of age or older,"<ul style=""list-style-type:none"">
  <li>Monday - Thursday: 9 am - 8 pm</li>
  <li>Friday: 9 am - 5 pm</li>
</ul>",,1,,,,,,,,,,,,This Program Has Access to Language Line and Therefore can Provide Services in Over 240 Languages,1,,,,,,,,,,,,,,,,Manhattan,996953,217791,https://www.nyp.org/clinical-services/social-work/victim-intervention-program
Violence Intervention Program,Manhattan Family Justice Center,80 Centre Street,"New York, NY 10013","800-664-5880 ",,1,1,,1,,1,,,1,,1,,1,,Hotline: 1(800) 664- 5880,1,1,1,,,,,,1,1,Serves victims who are 18 years of age or older,Tuesdays: 9 am - 5 pm,"24 hour services are available ",1,,,,,,,,,,,,"Bilingual hotline (English/ Spanish)<br>
This Program Has Access to Language Line and Therefore can Provide Services in Over 240 Languages
",1,,,,,,1,,,,,,,,,,Manhattan,983763,199873,https://www.vipmujeres.org/
